Album,Year,Label,Track Name,Edition,Genre
Breezy,2022,"CBE, RCA",Hate Being Human,Deluxe,Pop-R&B Ballad
Breezy,2022,"CBE, RCA",Nobody Has To Know ft. Davido,Deluxe,Afrobeats / Tropical Pop
Breezy,2022,"CBE, RCA",Special Delivery,Deluxe,Contemporary R&B / Slow Jam
Breezy,2022,"CBE, RCA",Petty,Deluxe,Alternative R&B / Trap-Soul
Breezy,2022,"CBE, RCA",In The City,Deluxe,Uptempo R&B / Synth-Pop
11:11,2023,"CBE, RCA",Angel Numbers / Ten Toes,Original,Alternative R&B / Moody Pop
11:11,2023,"CBE, RCA","Sensational ft. Davido, Lojay",Original,Afrobeats / Amapiano Fusion
11:11,2023,"CBE, RCA",Press Me,Original,Afrobeats / Afropop
11:11,2023,"CBE, RCA",That's On You ft. Future,Original,Contemporary R&B / Trap-Pop
11:11,2023,"CBE, RCA",Feel Something,Original,Dance-Pop / Electro-R&B
11:11,2023,"CBE, RCA",Best Ever ft. Maeta,Original,Contemporary R&B / Slow Jam
11:11,2023,"CBE, RCA",No One Else ft. Fridayy,Original,Gospel-Inflected R&B / Afro-Soul
11:11,2023,"CBE, RCA",Shooter,Original,Contemporary R&B / Pop-Rap
11:11,2023,"CBE, RCA",Nightmares ft. Byron Messia,Original,Dancehall-Pop / Tropical Pop
11:11,2023,"CBE, RCA",Very Special,Original,90s R&B Revival / Contemporary Soul
11:11,2023,"CBE, RCA",Messed Up,Original,Contemporary R&B
11:11,2023,"CBE, RCA",Midnight Freak,Original,Contemporary R&B / Slow Jam
11:11,2023,"CBE, RCA",Moonlight,Original,Alternative R&B / Dark Pop
11:11,2023,"CBE, RCA",Bouncing / G5,Original,Trap-Soul / Alternative R&B
11:11,2023,"CBE, RCA",Make Up Your Mind,Original,Uptempo R&B / Dance-Pop
11:11,2023,"CBE, RCA",Stutter,Original,Contemporary R&B / Mid-Tempo Pop
11:11,2023,"CBE, RCA",Need A Friend,Original,Alternative R&B / PBR&B
11:11,2023,"CBE, RCA",Summer Too Hot,Original,Dance-Pop / Nu-Disco / R&B-Funk
11:11,2023,"CBE, RCA",Feelings Don't Lie,Original,Contemporary R&B / Urban Pop
11:11,2023,"CBE, RCA",Red Flags,Original,Alternative R&B / Trap-Soul
11:11,2023,"CBE, RCA",Closer,Original,Pop-R&B Ballad
11:11,2023,"CBE, RCA",Views,Original,Alternative R&B / Outro
11:11,2023,"CBE, RCA",Bruce Lee,Deluxe,Alternative R&B / Trap-Soul / Contemporary R&B
11:11,2023,"CBE, RCA",Go Girlfriend,Deluxe,Alternative R&B / Trap-Soul / Contemporary R&B
11:11,2023,"CBE, RCA",No Interruptions,Deluxe,Alternative R&B / Trap-Soul / Contemporary R&B
11:11,2023,"CBE, RCA",Run Away ft. Bryson Tiller,Deluxe,Trap-Soul / Alternative R&B
11:11,2023,"CBE, RCA",Delusional,Deluxe,Alternative R&B / Trap-Soul / Contemporary R&B
11:11,2023,"CBE, RCA","Freak ft. Lil Wayne, Joyner Lucas & Tee Grizzley",Deluxe,Hardcore Hip-Hop / Club Trap
11:11,2023,"CBE, RCA",Won't Keep You Waiting ft. Mario,Deluxe,Contemporary R&B / New Jack Swing Influence
11:11,2023,"CBE, RCA",Hmmm ft. Davido,Deluxe,Afrobeats / Afropop
11:11,2023,"CBE, RCA",Afterlife,Deluxe,Alternative R&B / Trap-Soul / Contemporary R&B
11:11,2023,"CBE, RCA",Sex So Good,Deluxe,Alternative R&B / Trap-Soul / Contemporary R&B
11:11,2023,"CBE, RCA",My Slime,Deluxe,Alternative R&B / Trap-Soul / Contemporary R&B
11:11,2023,"CBE, RCA",Sweet Lullaby,Deluxe,Alternative R&B / Trap-Soul / Contemporary R&B
11:11,2023,"CBE, RCA",Residuals,Deluxe,Alternative R&B / Trap-Soul / Contemporary R&B
Brown,2026,"CBE, RCA",Leave Me Alone (Intro),Original,Alternative R&B & Trap-Soul
Brown,2026,"CBE, RCA",Obvious,Original,Contemporary R&B / Mid-Tempo Pop
Brown,2026,"CBE, RCA",Honey Pack,Original,Contemporary R&B / Slow Jam
Brown,2026,"CBE, RCA",It Depends ft. Bryson Tiller,Original,Trap-Soul / Melodic Rap
Brown,2026,"CBE, RCA",Fallin' ft. Leon Thomas,Original,Contemporary Soul / R&B Revival
Brown,2026,"CBE, RCA",Hate Me,Original,Alternative R&B & Trap-Soul
Brown,2026,"CBE, RCA",Call Your Name ft. Sexyy Red & GloRilla,Original,Trap-Pop / Club Rap
Brown,2026,"CBE, RCA",For The Moment,Original,Alternative R&B & Trap-Soul
Brown,2026,"CBE, RCA",F* and Party ft. Vybz Kartel,Original,Dancehall-Pop / Reggae-Fusion
Brown,2026,"CBE, RCA",Red Rum ft. YoungBoy Never Broke Again,Original,Trap / Hardcore Hip-Hop
Brown,2026,"CBE, RCA",It's Not You It's Me,Original,Contemporary R&B / Urban Pop
Brown,2026,"CBE, RCA",Cry For Me,Original,Contemporary R&B / Urban Pop
Brown,2026,"CBE, RCA",Say Nothin',Original,Alternative R&B & Trap-Soul
Brown,2026,"CBE, RCA",Slow Jamz ft. Lucky Daye,Original,90s R&B Revival / Contemporary Soul.
Brown,2026,"CBE, RCA",Perfect Timing ft. Fridayy,Original,Gospel-Inflected R&B / Afro-Soul
Brown,2026,"CBE, RCA",In My Head,Original,Acoustic Pop-R&B Ballad
Brown,2026,"CBE, RCA",What's Love,Original,Pop-R&B Ballad
Brown,2026,"CBE, RCA",Something In The Water,Original,Pop-R&B / Synth-Pop
Brown,2026,"CBE, RCA",Won't Let Me Leave,Original,Contemporary R&B / Urban Pop
Brown,2026,"CBE, RCA",#BODYGOALS ft. Tank,Original,Hip-Hop Soul / Up-Tempo R&B
Brown,2026,"CBE, RCA",Colours,Original,Contemporary R&B / Urban Pop
Brown,2026,"CBE, RCA",Skin To Skin,Original,Alternative R&B & Trap-Soul
Brown,2026,"CBE, RCA",Theme Song,Original,Alternative R&B & Trap-Soul
Brown,2026,"CBE, RCA",Your Time,Original,Contemporary R&B / Urban Pop
Brown,2026,"CBE, RCA",It's Personal,Original,Alternative R&B & Trap-Soul
Brown,2026,"CBE, RCA",Holy Blindfold,Original,Contemporary R&B / Urban Pop
Brown,2026,"CBE, RCA",Present,Original,Contemporary R&B / Urban Pop
